,title,singer,id,Genre,Lyric
9898,Chuyện Tình Người Đan Áo,Quang Lập & Thúy Hà,,"Việt Nam, Nhạc Trữ Tình","Có.. người.. con gái.... 
 Đông về đan áo 
 Ấm ra sa trường 
 Ước mơ không nhiều 
 Mong niềm vui bé 
 Đến phương trời.. xa... 
 Ai đi trong giá lạnh 
 Chẳng nghĩ chuyện 
 Người đan áo 
 Một vừng trăng xẻ 
 Bóng chia đôi 
 Áo đan chưa rồi 
 Lỡ mưa đông về 
 Giá lạnh người.. đi.... 
 Mỗi mùa đông đến 
 Đem từng cơn gió 
 Rét run... 
 Vai gầy 
 Những ai.. âm thầm 
 Gom đầy nhung nhớ 
 Viết lên thành thơ.... 
 Trong tâm tư 
 Áo dệt bằng 
 Những dòng lệ yêu dấu 
 Tặng người yêu lạnh giá 
 Đêm thâu 
 Đã thương nhau rồi 
 Mấy ai không ngồi 
 Đan mộng từng đông..... 
 Mùa đông 
 Ai đan áo gửi đi. 
 Mùa đông 
 Ai đang ước lời mặn nồng. 
 Lúc chim 
 Chiều về có... đôi.... 
 Để cho 
 Mưa gió đừng lạnh.. lùng.... 
 Để em 
 Trong bao ngày xa cách 
 Đan mộng đẹp 
 Vào chiếc áo mùa đông 
 Cây lá âm thầm 
 Chờ mùa xuân thêm tươi 
 Lá rơi mấy mùa 
 Là mấy đông em chờ. 
 Nhớ mùa đông đến 
 Em ngồi đan áo 
 Ấm ra..... 
 Sa...trường.... 
 Áo tuy không dầy 
 Nhưng lòng thêm ấm 
 Những khi hành.. quân.... 
 Cho em mơ 
 Có một chiều nắng đẹp 
 Tình đất nước 
 Người về vui hạnh phúc 
 Tương lai 
 Áo đan xong rồi 
 Nhớ cho em gởi 
 Muôn vạn niềm thương... 
 Mùa đông 
 Ai đan áo gửi đi. 
 Mùa đông 
 Ai đang ước lời mặn nồng. 
 Lúc chim 
 Chiều về có... đôi.... 
 Để cho 
 Mưa gió đừng lạnh.. lùng.... 
 Để em 
 Trong bao ngày xa cách 
 Đan mộng đẹp 
 Vào chiếc áo mùa đông 
 Cây lá âm thầm 
 Chờ mùa xuân thêm tươi 
 Lá rơi mấy mùa 
 Là mấy đông em chờ. 
 Nhớ mùa đông đến 
 Em ngồi đan áo 
 Ấm ra... 
 Sa trường 
 Áo tuy không dầy 
 Nhưng lòng thêm ấm 
 Những khi hành.. quân.... 
 Cho em thơ 
 Có một chiều nắng đẹp 
 Tình đất nước 
 Người về vui hạnh phúc 
 Tương lai 
 Áo đan xong rồi 
 Nhớ cho em gởi 
 Muôn vạn niềm... thương..."
9899,Gio Em Chinh Thuc La Vo Anh,Lâm Chấn Khang,,Việt Nam,
9900,Its Only Love,Bryan Adams & Tina Turner,,"Âu Mỹ, Pop",
9901,Khi Co Don Em Nho Ai,Jack Việt Nam,,"Việt Nam, V-Pop","Em đâu biết tình này dạt dào 
 Phố xá thênh thang khi đêm về 
 Mơ lúc vai kề 
 Vẫn thấy miên man 
 Từng đêm những cơn mê 
 Nhẹ nhàng ru trong đêm thâu 
 Lung linh cơn mưa ngâu 
 Mưa gieo mãi làm gì giọt sầu 
 Hỡi trái tim cô đơn lạc loài 
 Hãy nở nụ cười 
 Để thấy quanh em tình yêu vẫn có đôi 
 Đặt bàn tay lên khóe môi 
 Chiếc hôn vẫn xa vời 
 Đêm vẫn lạnh lùng dù qua phố đông 
 Người yêu ơi em biết không 
 Vẫn say đắm trong lòng 
 Dù thời gian trôi xa 
 Tình vẫn trao người thiết tha 
 Khi em thấy cô đơn lòng em nhớ ai 
 Anh mong bước chân em về trong nắng mai 
 Đừng mang bóng đêm vô tình 
 Về vây kín trong tâm hồn 
 Hãy nghe trái tim hát lời yêu thương 
 Từng giọt mưa long lanh xôn xao 
 Để mộng mơ trong em bay cao 
 Em đâu biết tình này dạt dào 
 Phố xá thênh thang khi đêm về 
 Mơ lúc vai kề 
 Vẫn thấy miên man 
 Từng đêm những cơn mê 
 Nhẹ nhàng ru trong đêm thâu 
 Lung linh cơn mưa ngâu 
 Mưa gieo mãi làm gì giọt sầu 
 Hỡi trái tim cô đơn lạc loài 
 Hãy nở nụ cười 
 Để thấy quanh em tình yêu vẫn có đôi 
 Đặt bàn tay lên khóe môi 
 Chiếc hôn vẫn xa vời 
 Đêm vẫn lạnh lùng dù qua phố đông 
 Người yêu ơi em biết không 
 Vẫn say đắm trong lòng 
 Dù thời gian trôi xa 
 Tình vẫn trao người thiết tha 
 Khi em thấy cô đơn lòng em nhớ ai 
 Anh mong bước chân em về trong nắng mai 
 Đừng mang bóng đêm vô tình 
 Về vây kín trong tâm hồn 
 Hãy nghe trái tim còn vẫn nhớ thương 
 Khi em thấy cô đơn lòng em nhớ ai 
 Anh mong bước chân em 
 Về trong nắng mai 
 Đừng mang bóng đêm vô tình 
 Về vây kín trong tâm hồn 
 Hãy nghe trái tim hát lời yêu thương 
 Đừng mang bóng đêm vô tình 
 Về vây kín trong tâm hồn 
 Hãy nghe trái tim hát lời yêu thương"
9902,Love Is Only Just A Dream,Chinese Melodies,,"Âu Mỹ, R&B / Soul",
9903,Nhớ Về Em Tone Nữ,Jimmii Nguyen,,,
9904,Noi Tinh Yeu Bat Dau,Bùi Anh Tuấn,,Việt Nam,"Ta quen nhau đã bao lâu rồi 
 hỡi đêm... đêm có hay ? 
 mà giọt buồn hoài vương trên môi mặn đắng. 
 Ta quen nhau đã bao lâu rồi 
 hỡi đêm... sao vẫn mãi đêm dài, 
 để mình ta vẫn con tim khô cằn giá băng. 
 Đêm hôm qua bỗng nhiên em nhìn 
 thấy anh trong giấc mơ, 
 mình ngồi cạnh thật lâu bên nhau lặng lẽ. 
 Đêm nay mơ bỗng nhiên em lại 
 nhớ anh trong cơn gió đông về. 
 Phải chăng khi biết yêu... 
 giấc mơ là nơi bắt đầu... 
 [Chorus]: 
 Này mùa đông ơi xin hãy làm tuyết rơi 
 để trắng lối em anh về. 
 Này mùa đông ơi xin hãy làm tuyết rơi 
 để em biết anh cần em. 
 Và thời gian ơi xin hãy ngừng chốn đây 
 để những dấu yêu đong đầy. 
 Một vòng tay em khao khát một giấc mơ, 
 em đã yêu anh người ơi. 
 Đêm hôm qua bỗng nhiên em nhìn 
 thấy anh trong giấc mơ, 
 mình ngồi cạnh thật lâu bên nhau lặng lẽ. 
 Đêm nay mơ bỗng nhiên em lại 
 nhớ anh trong cơn gió đông về. 
 Phải chăng khi biết yêu... 
 giấc mơ là nơi bắt đầu... 
 Này mùa đông ơi xin hãy làm tuyết rơi 
 để trắng lối em anh về. 
 Này mùa đông ơi xin hãy làm tuyết rơi 
 để em biết anh cần em. 
 Và thời gian ơi xin hãy ngừng chốn đây 
 để những dấu yêu đong đầy. 
 Một vòng tay em khao khát một giấc mơ, 
 em đã yêu anh người ơi............. 
 ...xin hãy làm tuyết rơi....... 
 ...trắng lối em ... anh về....... 
 ...hãy làm tuyết rơi....... 
 Và thời gian ơi xin hãy ngừng chốn đây 
 để những dấu yêu đong đầy. 
 Một vòng tay em khao khát một giấc mơ 
 em đã yêu anh (Anh đã yêu em) .......... 
 ...... người........... ơi."
9905,Nỗi Buồn Châu Pha,Tuấn Vũ,,"Việt Nam, Dance Việt","Nàng tên Châu Pha 
 Người sơn nữ bông hoa núi rừng 
 Đẹp xinh đơn sơ 
 Tình trong trắng cho đời bao ước mơ 
 Gọi tên nàng tên Châu Pha 
 Gọi tên nàng tên Châu Pha 
 Đôi môi thơ ngây 
 Thương giọng nói thật hiền hòa 
 Ngờ đâu tâm tư 
 Nàng đã trót ôm một nỗi buồn 
 Chiều mưa rơi rơi 
 Nàng hay đứng âm thầm nhớ ai 
 Hỏi sao ngày vui đã mất 
 Hỏi sao lệ dâng khóe mắt 
 Châu Pha thương đau 
 Tủi buồn cúi mặt quay đi 
 Nhưng rồi một hôm nao 
 Chim rừng lại ríu rít hót 
 Đón anh chiến sĩ về thăm 
 Buôn làng núi đồi 
 Rượu cần lại mang thêm ra 
 Rừng vàng rộn vui câu ca 
 Đêm liên hoan Châu Pha như hoa 
 Xinh đẹp nụ cười sáng ngời 
 À thì ra Châu Pha 
 Đã để ý thương anh lính trận 
 Chiều nao qua buôn 
 Cùng sơn nữ duyên nồng thắm trao 
 Bà con thường trêu Châu Pha 
 Niềm riêng thường hay giấu kín 
 Nhưng nay ai ai 
 Cũng hiểu nỗi buồn Châu Pha 
 Ngờ đâu tâm tư 
 Nàng đã trót ôm một nỗi buồn 
 Chiều mưa rơi rơi 
 Nàng hay đứng âm thầm nhớ ai 
 Hỏi sao ngày vui đã mất 
 Hỏi sao lệ dâng khóe mắt 
 Châu Pha thương đau 
 Tủi buồn cúi mặt quay đi 
 Nhưng rồi một hôm nao 
 Chim rừng lại ríu rít hót 
 Đón anh chiến sĩ về thăm 
 Buôn làng núi đồi 
 Rượu cần lại mang thêm ra 
 Rừng vàng rộn vui câu ca 
 Đêm liên hoan Châu Pha như hoa 
 Xinh đẹp nụ cười sáng ngời 
 À thì ra Châu Pha 
 Đã để ý thương anh lính trận 
 Chiều nao qua buôn 
 Cùng sơn nữ duyên nồng thắm trao 
 Bà con thường trêu Châu Pha 
 Niềm riêng thường hay giấu kín 
 Nhưng nay ai ai 
 Cũng hiểu nỗi buồn Châu Pha"
9906,Tam Biet Nhe (Remix),Lynk Lee & Phuc Bang,,"Việt Nam, V-Pop","Sẽ đến lúc phải nói 
 Tạm biệt nơi đây 
 Tiếc nuối bao ngây thơ 
 Của một thời 
 Ngày mới tới lớp 
 Xa lạ 
 Không quen thuộc 
 Làm quen 
 Mới thấy vui 
 Ngày tháng trôi 
 Qua không kịp đếm 
 Qua đi bao 
 Nhiêu vui buồn 
 Nào ai hay 
 Một thời hồn nhiên 
 Mơ mộng nhiều vu vơ 
 Hãy lưu lại sâu 
 Trong trái tim mình 
 Lang thang đi trên 
 Sân trường vắng 
 Nhặt cành phượng hồng 
 Còn vương nơi này 
 Tạm biệt từng lớp 
 Học buồn giờ chia tay rồi 
 Cho tôi yêu thêm 
 Nơi này một chút 
 Một chút thôi 
 Để tôi nhớ 
 Mai xa rồi 
 Sẽ nhớ nhau 
 Thật nhiều 
 Tạm biệt tạm biệt 
 Lúc ta đi với nhau 
 Khi tan trường 
 Tạm biệt giờ tạm biệt 
 Mãi là người 
 Bạn thân nhé 
 Tạm biệt tạm biệt 
 Xa rồi 
 Bạn đừng quên tôi 
 Xin chào tạm biệt 
 Giờ tạm biệt 
 Tạm biệt nhé nơi này 
 Bye bye 
 Khi ve rộn ràng 
 Khắp sân trường 
 Là hè đến 
 Mang theo nỗi buồn 
 Hàng ghế đá 
 Bạn với tôi 
 Mỗi người mỗi phương trời 
 Dù buồn trong tim 
 Nhưng tôi gắng 
 Không khóc 
 Nước mắt 
 đừng tuôn trào khi 
 Xung quanh bạn luôn có tôi 
 Nhủ lòng hãy vững 
 Tin trong đời 
 Lang thang đi 
 Trên sân trường vắng 
 Nhặt cành phượng hồng 
 Còn vương nơi này 
 Tạm biệt từng lớp học buồn 
 Giờ chia tay rồi 
 Cho tôi yêu thêm 
 Nơi này một chút 
 Một chút thôi 
 Để tôi nhớ 
 Mai xa rồi 
 Sẽ nhớ nhau thật nhiều 
 Tạm biệt tạm biệt 
 Lúc ta đi với nhau 
 Khi tan trường 
 Tạm biệt giờ tạm biệt 
 Mãi là người 
 Bạn thân nhé 
 Tạm biệt tạm biệt 
 Xa rồi 
 Bạn đừng quên tôi 
 Xin chào tạm biệt 
 Giờ tạm biệt 
 Tạm biệt nhé nơi này 
 Bye bye 
 Qua đi như giấc mơ 
 Thời học sinh dấu yêu 
 Để tôi ngu ngơ 
 Vẫn thương nhớ 
 Tìm lại một hình bóng 
 Ngày nào 
 Vẫn trông vẫn ngóng 
 Giờ đâu 
 Oh oh oh hoo oh oh oh 
 Sân trường 
 Giờ không một bóng 
 Còn hàng ghế và tôi 
 Một mình lẻ loi 
 Tạm biệt từng lớp học buồn 
 Giờ chia tay rồi 
 Cho tôi yêu thêm 
 Nơi này một chút 
 Một chút thôi 
 Để tôi nhớ 
 Mai xa rồi 
 Sẽ nhớ nhau 
 Thật nhiều 
 Lang thang đi trên 
 Sân trường vắng 
 Nhặt cành phượng hồng 
 Còn vương nơi này 
 Tạm biệt từng lớp học buồn 
 Giờ chia tay rồi 
 Cho tôi yêu thêm 
 Nơi này một chút 
 Một chút thôi 
 Để tôi nhớ 
 Mai xa rồi 
 Sẽ nhớ nhau 
 Thật nhiều 
 Tạm biệt tạm biệt 
 Lúc ta đi với nhau 
 Khi tan trường 
 Tạm biệt giờ tạm biệt 
 Mãi là người 
 Bạn thân nhé 
 Tạm biệt tạm biệt 
 Xa rồi 
 Bạn đừng quên tôi 
 Xin chào tạm biệt 
 Giờ tạm biệt 
 Tạm biệt nhé nơi này 
 Bye bye 
 Mai xa rồi 
 Sẽ nhớ nhau 
 Thật nhiều"
9907,Youre Perfect,Jacob Whitesides,,"Âu Mỹ, Pop","Yeah, everytime 
 You come around me 
 My heart starts pounding', ""It's like a clock"", 'Tick-tock Tick-tock 
 You wound me up', ""Wouldn't want it any other way"", ""You're so sweet and so gracious"", ""Smile's contagious"", 'Water color eyes 
 Like sky so spacious', ""And I can't concentrate"", ""You won't hear me complain"", ""Yes you're perfect"", ""You're perfect"", 'You make me nervous', ""You're worth it"", ""You're worth it"", 'You give me purpose 
 Again and again', ""You don't even have to try"", 'Because 
 Because', ""You're always on my mind"", 'Mind', ""Well it's been a couple weeks now"", ""Still can't sleep now"", 'Everything I do 
 Makes me think of you 
 Wanna reach out 
 And tell you', ""That you're beautiful"", ""And I think I'm going crazy"", 'Baby just maybe 
 You could be the one', ""That I'm looking for"", 'To save me wake me 
 I got it bad', ""And that ain't good"", ""I wouldn't change it if I could"", ""Yes you're perfect"", ""You're perfect"", 'You make me nervous', ""You're worth it"", ""You're worth it"", 'You give me purpose 
 Again and again', ""You don't even have to try"", 'Because 
 Because', ""You're always on my mind"", 'Mind', ""You're perfect"", ""You're perfect"", 'You make me nervous', ""You're worth it"", ""You're worth it"", 'You give me purpose 
 Again and again', ""You don't even have to try"", 'Because 
 Because', ""You're always on my mind"", 'Mind 
 Mind', ""You're always on my mind"
9908,Chiều Thu Họa Bóng Nàng,"DATKKA, QT BEATZ",,"Việt Nam, V-Pop","Hàng cây xác xơ 
 Gió đưa bên thềm 
 Ai ơi bóng hình 
 Vẫn còn đọng trong tim 
 Giờ đây khuất xa 
 Áng mây ngang trời 
 Em đi theo người 
 Giờ còn mình anh mong 
 Người đâu có hay 
 Trái tim tan mộng 
 Mưa rơi ướt mềm 
 Làm lệ nhòe mi cay 
 Lòng đau lắm em 
 Nhưng sao níu tay em lại 
 Nhìn vào bầu trời có riêng ta 
 Đoạn đường về nhà hóa cô liêu 
 Dòng người vội vàng bước nhanh qua 
 Người còn đây sao chẳng thấy 
 Một bài nhạc buồn viết cho ta 
 Nỗi niềm còn lại với hương hoa 
 Dù buồn cũng phải cố cho qua 
 Đau còn chi khi người xa 
 Em bước đi thật vội vàng 
 Em quên đi câu hứa xưa 
 Em quên nơi ta ước thề 
 Một chiều thu còn đó 
 Nơi đây tơ vương bóng hình 
 Em bên kia vui với ai 
 Bao nhiêu đêm anh ngóng chờ 
 Thì giờ sẽ thôi đợi mong 
 Chiều thu hôm nay họa bóng nàng 
 Cho tâm hồn ta khó xử 
 Vào ngày em đi lòng ta 
 Như con thuyền sa gió dữ 
 Anh biết rằng từ nay 
 Không còn em bên đây đời 
 Và hôm nay sẽ là lần cuối 
 Anh nhắn gửi lên mây trời 
 Đôi lời cuộc đời mình 
 Đã lỡ phó thác xuân xanh 
 Anh còn nhớ những lời hẹn ước 
 Một chiều gió mát trăng thanh 
 Đã không còn là điều gì nữa 
 Anh sẽ lùi bước về sau 
 Sẽ chẳng còn chờ em nhìn lại 
 Chẳng cần phải nhớ về nhau 
 Nhìn vào bầu trời có riêng ta 
 Đoạn đường về nhà hóa cô liêu 
 Dòng người vội vàng bước nhanh qua 
 Người còn đây sao chẳng thấy 
 Một bài nhạc buồn viết cho ta 
 Nỗi niềm còn lại với hương hoa 
 Dù buồn cũng phải cố cho qua 
 Đau còn chi khi người xa 
 Em bước đi thật vội vàng 
 Em quên đi câu hứa xưa 
 Em quên nơi ta ước thề 
 Một chiều thu còn đó 
 Nơi đây tơ vương bóng hình 
 Em bên kia vui với ai 
 Bao nhiêu đêm anh ngóng chờ 
 Thì giờ sẽ thôi đợi mong 
 Còn gì đâu mà buồn 
 Vì người cũng đã bước đi xa 
 Còn gì đâu mà chờ khi 
 Em chẳng còn là của riêng ta 
 Giờ thì ta một mình này 
 Phải tập sống với cô đơn 
 Đem bao nhiêu dấu 
 Yêu xưa kia chôn vùi 
 Em hỡi 
 Em bước đi thật vội vàng 
 Em quên đi câu hứa xưa 
 Em quên nơi ta ước thề 
 Một chiều thu còn đó 
 Nơi đây tơ vương bóng hình 
 Em bên kia vui với ai 
 Bao nhiêu đêm anh ngóng chờ 
 Thì giờ sẽ thôi đợi mong 
 Anh bước đi thật vội vàng 
 Anh quên đi câu hứa xưa 
 Anh quên nơi ta ước thề 
 Giờ chỉ có em lẻ loi"
9909,Chuyện Giàn Thiên Lý,Mạnh Đình,,,
9910,Chuyện Tình Cô Lái Đò,Đạt Võ,,"Nhạc Trữ Tình, Việt Nam",
9911,Chân Ái Phai Màu,Anh Duy (Tone Nữ),,,
9912,Chốn Lao Xao,Tùng TeA ft. Tony Huymie,,"Việt Nam, Rap Việt",
9913,Everytime,Britney Spears,,"Âu Mỹ, Electronic / Dance","I still feel your touch 
 In my dream 
 Forgive me my weakness', ""But I don't know why"", 'Without you', ""It's hard to survive"", 'Cause every time we touch 
 I get this feeling 
 And every time we kiss 
 I swear I could fly', ""Can't you feel my heart beat fast"", 'I want this to last 
 Need you by my side 
 Cause every time we touch 
 I feel the static 
 And every time we kiss 
 I reach for the sky', ""Can't you hear my heart beat so"", ""I can't let you go"", 'Want you in my life 
 Your arms are my castle 
 Your heart is my sky 
 They wipe away tears that I cry 
 The good and the bad times', ""We've been through them all"", 'You make me rise when I fall 
 Cause every time we touch 
 I get this feeling 
 And every time we kiss 
 I swear I could fly', ""Can't you feel my heart beat fast"", 'I want this to last 
 Need you by my side 
 Cause every time we touch 
 I feel the static 
 And every time we kiss 
 I reach for the sky', ""Can't you hear my heart beat so"", ""I can't let you go"", 'Want you in my life 
 Cause every time we touch 
 I get this feeling 
 And every time we kiss 
 I swear I could fly', ""Can't you feel my heart beat fast"", 'I want this to last 
 Need you by my side"
9914,Gia Nhu Minh Da Bao Dung,Le Phuoc Nhan,,"Việt Nam, V-Pop","Vào hôm ấy ta chọn lìa xa 
 Hai cuộc đời hai ngã 
 Thời gian rồi cũng hóa xa lạ 
 Niềm kiêu hãnh xô dài khoảng cách 
 Ai cũng luôn cho mình đúng 
 Và người kia sẽ hối tiếc ngày sau 
 Rồi cứ thế xuôi theo dòng đời 
 Bằng nỗi ám ảnh quá khứ trong em 
 Giống thiêu thân yêu đương điên cuồng 
 Là sự ích kỷ cho người đến sau 
 Chuyện tình yêu đẹp có đến đâu 
 Muôn đời vẫn phải đi qua bể dâu 
 Biết bao lần mình ngồi tựa nhau 
 Nhắc nhau hạnh phúc quý giá thế nào 
 Rồi lại quên hết chẳng níu giữ lại 
 Chẳng để tâm đã đúng hay sai 
 Lúc cuộc đời tàn nhẫn em mong giá như 
 ""Ta đã bao dung cho nhau"" 
 Vào hôm ấy ta chọn lìa xa 
 Hai cuộc đời hai ngã 
 Thời gian rồi cũng hóa xa lạ 
 Niềm kiêu hãnh xô dài khoảng cách 
 Ai cũng luôn cho mình đúng 
 Và người kia sẽ hối tiếc ngày sau 
 Rồi cứ thế xuôi theo dòng đời 
 Bằng nỗi ám ảnh quá khứ trong em 
 Giống thiêu thân yêu đương điên cuồng 
 Là sự ích kỷ cho người đến sau 
 Chuyện tình yêu đẹp có đến đâu 
 Muôn đời vẫn phải đi qua bể dâu 
 Biết bao lần mình ngồi tựa nhau 
 Nhắc nhau hạnh phúc quý giá thế nào 
 Rồi lại quên hết chẳng níu giữ lại 
 Chẳng để tâm đã đúng hay sai 
 Lúc cuộc đời tàn nhẫn em mong giá như 
 ""Ta đã bao dung cho nhau"" 
 Yêu sẽ phải hy sinh 
 Là trong bão giông mình cùng vượt qua 
 Còn hai ta đã chẳng thể vì nhau 
 Để giờ đây một đời lầm lỡ... 
 Chuyện tình yêu đẹp có đến đâu 
 Muôn đời vẫn phải đi qua bể dâu 
 Biết bao lần mình ngồi tựa nhau 
 Nhắc nhau hạnh phúc quý giá thế nào 
 Rồi lại quên hết chẳng níu giữ lại 
 Chẳng để tâm đã đúng hay sai 
 Lúc cuộc đời tàn nhẫn em mong giá như 
 ""Ta đã bao dung cho nhau"""
9915,Gục Ngã Vì Yêu,Quang Lập,,"Việt Nam, Nhạc Trữ Tình","Lòng tái tê 
 U buồn vì thiếu người yêu 
 Một đêm đông 
 Gặp trong tình mộng 
 Người yêu về vòng tay âu yếm 
 Thức đêm dài 
 Thương nhớ người yêu 
 Hồn tôi nỗi đau 
 Vây kín vết thương lòng 
 Tình yêu vang vọng niềm cay đắng 
 Âm thầm nhiều trống vắng 
 Nhớ người mình yêu 
 Mình đã yêu 
 Yêu quá con tim mù lòa 
 Mình đã say 
 Say tình gục ngã vì yêu 
 Một cơn điên dìm thân trời lạnh 
 Chạy đi tìm vòng tay tuyết giá 
 Suốt năm dài 
 Thao thức tình si 
 Hồn tôi nỗi đau 
 Vây kín vết thương lòng 
 Tình yêu vang vọng niềm cay đắng 
 Âm thầm nhiều trống vắng 
 Nhớ người mình yêu 
 Mình đã yêu 
 Yêu quá con tim mù lòa 
 Mình đã say 
 Say tình gục ngã vì yêu 
 Một cơn điên dìm thân trời lạnh 
 Chạy đi tìm vòng tay tuyết giá 
 Suốt năm dài 
 Thao thức tình si 
 Chạy đi tìm vòng tay tuyết giá 
 Suốt năm dài 
 Thao thức tình si"
9916,Hoàng Hôn Màu Tím,Quỳnh Trang,,"Việt Nam, Nhạc Trữ Tình","Chiều hoàng hôn 
 Tím cả dòng sông 
 Đò neo bến vắng 
 Mà nhớ em 
 Thiết tha trong lòng 
 Người em sang sông 
 Quên lời hẹn ước 
 Để lại tình anh 
 Mênh mông sông nước 
 Con sáo xổ lồng 
 Sáo bay theo 
 Pháo đỏ rượu hồng 
 Người ơi 
 Nhớ câu thề xưa 
 Dù nắng hay mưa 
 Dù nghèo hay khổ 
 Dù ai sang giàu 
 Cũng không bao giờ 
 Chia cách đôi ta 
 Mà giờ đây 
 Sao em nỡ đoạn đành 
 Tham phú phụ bần 
 Em nỡ phụ tình anh 
 Khi chiều buông 
 Anh đứng bên dòng sông 
 Đò sang bến mới 
 Mà nhớ em 
 Xót xa trong lòng 
 Còn đâu đêm trăng 
 Ta về chung lối 
 Chỉ còn mình anh 
 Mênh mang nỗi nhớ 
 Trên bến sông buồn 
 Nhớ thương em 
 Tím cả hoàng hôn 
 Người ơi 
 Nhớ câu thề xưa 
 Dù nắng hay mưa 
 Dù nghèo hay khổ 
 Dù ai sang giàu 
 Cũng không bao giờ 
 Chia cách đôi ta 
 Mà giờ đây 
 Sao em nỡ đoạn đành 
 Tham phú phụ bần 
 Em nỡ phụ tình anh 
 Khi chiều buông 
 Anh đứng bên dòng sông 
 Đò sang bến mới 
 Mà nhớ em 
 Xót xa trong lòng 
 Còn đâu đêm trăng 
 Ta về chung lối 
 Chỉ còn mình anh 
 Mênh mang nỗi nhớ 
 Trên bến sông buồn 
 Nhớ thương em 
 Tím cả hoàng hôn 
 Nhớ thương em 
 Tím cả hoàng hôn"
9917,I Want It That Way,Backstreet Boys,,Âu Mỹ,"You are 
 My fire 
 The one 
 Desire 
 Believe 
 When I say 
 I want it that way 
 But we 
 Are two worlds apart', ""Can't reach to your heart"", 'When you say 
 That I want it that way 
 Tell me why', ""Ain't nothin' but a heartache"", 'Tell me why', ""Ain't nothin' but a mistake"", 'Tell me why 
 I never wanna hear you say 
 I want it that way 
 Am I 
 Your fire? 
 Your one 
 Desire 
 Desire', ""It's too late"", 'But I want it that way 
 Tell me why', ""Ain't nothin' but a heartache"", 'Tell me why', ""Ain't nothin' but a mistake"", 'Tell me why 
 I never wanna hear you say 
 I want it that way 
 Now I can see', ""That we've fallen apart"", 'From the way that it used to be 
 Yeah 
 No matter the distance 
 I want you to know 
 That deep down inside 
 Of me... 
 You are 
 My fire 
 The one 
 Desire, 
 You are 
 (You are, You are, You are...)', ""Don't wanna hear you say"", ""Ain't nothin' but a heartache"", ""Ain't nothin' but a mistake"", ""(Don't wanna hear you say)"", 'I never wanna hear you say 
 I... want it that way 
 Tell me why', ""Ain't nothin' but a heartache"", 'Tell me why', ""Ain't nothin' but a mistake"", 'Tell me why 
 I never wanna hear you say', ""(Don't wanna hear you say)"", 'I want it that way 
 Tell me why...', ""Ain't nothin' but a heartache"", ""Ain't nothin' but a mistake"", 'Tell me why 
 I never wanna hear you say 
 (Never wanna hear you say it) 
 I want it that way 
 Cause I want it that way"
9918,Mùa Hè Của Em,Vũ,,Nhạc Thiếu Nhi,
9919,Một Thời Đã Xa,Lynk Lee,,Việt Nam,"Đừng buồn anh hỡi 
 Khi lỡ nói yêu em rồi 
 Bận lòng chi nữa 
 Hỡi anh xin hãy quên em đi 
 Giây phút bên nhau 
 Anh sẽ quên mau 
 Chỉ có em thôi 
 Giữ mãi bóng hình xưa 
 Đời anh cũng có 
 Giây phút trót yêu dại khờ 
 Và em đã biết 
 Biết anh sẽ chẳng yêu em đâu 
 Em sẽ không quên 
 Giây phút bên nhau 
 Em đã trao anh 
 Trao anh nụ hôn ấy 
 Và em biết anh sẽ quên hết 
 Những bài tình ca viết riêng tặng em 
 Và em biết trái tim anh có 
 Hình bóng ai kia đâu có riêng em 
 Và em sẽ không trách anh nữa 
 Chẳng trách anh đâu 
 Khi ta đến bên nhau tình gian dối 
 Và em biết anh sẽ quên hết 
 Những bài tình ca viết riêng tặng em 
 Và em biết trái tim anh có 
 Hình bóng ai kia đâu có riêng em 
 Và em sẽ không trách anh nữa 
 Chẳng trách anh đâu 
 Khi ta đến bên nhau 
 Tình yêu dối lừa 
 Đừng buồn anh hỡi 
 Khi lỡ nói yêu em rồi 
 Bận lòng chi nữa 
 Hỡi anh xin hãy quên em đi 
 Giây phút bên nhau 
 Anh sẽ quên mau 
 Chỉ có em thôi 
 Giữ mãi bóng hình xưa 
 Đời anh cũng có 
 Giây phút trót yêu dại khờ 
 Và em đã biết 
 Biết anh sẽ chẳng yêu em đâu 
 Em sẽ không quên 
 Giây phút bên nhau 
 Em đã trao anh 
 Trao anh nụ hôn ấy 
 Và em biết anh sẽ quên hết 
 Những bài tình ca viết riêng tặng em 
 Và em biết trái tim anh có 
 Hình bóng ai kia đâu chỉ riêng em 
 Và em sẽ không trách anh nữa 
 Chẳng trách anh đâu 
 Khi ta đến bên nhau tình gian dối 
 Và em biết anh sẽ quên hết 
 Những bài tình ca viết riêng tặng em 
 Và em biết trái tim anh có 
 Hình bóng ai kia đâu chỉ riêng em 
 Và em sẽ không trách anh nữa 
 Chẳng trách anh đâu 
 Khi ta đến bên nhau 
 Tình yêu dối lừa 
 Và em biết anh sẽ quên hết 
 Những bài tình ca viết riêng tặng em 
 Và em biết trái tim anh có 
 Hình bóng ai kia đâu chỉ riêng em 
 Và em sẽ không trách anh nữa 
 Chẳng trách anh đâu 
 Khi ta đến bên nhau 
 Tình gian dối 
 Và em biết anh sẽ quên hết 
 Những bài tình ca viết riêng tặng em 
 Và em biết trái tim anh có 
 Hình bóng ai kia đâu chỉ riêng em 
 Và em sẽ không trách anh nữa 
 Chẳng trách anh đâu 
 Khi ta đến bên nhau 
 Tình yêu dối lừa"
