id,title,singer
104574,Em Chẳng Phải Đồ Ngốc (Acoustic),Suboi & Trương Thảo Nhi
104576,Em Chết Theo Ngày Vu Quy,Elvis Phương
104577,Em Chết Theo Ngày Vu Quy,Lệ Thu
104579,Em Chỉ Biết Nghĩ Cho Riêng Mình,Lâm Chấn Huy
104580,Em Chỉ Cần Yêu Anh Thôi,Isaac Thái & Ship Dee
104581,Em Chỉ Sống Bên Anh Tạm Thời (Remix),Trương Khải Minh
104583,Em Chỉ Thế Thôi,Sơn Tùng MTP
104586,Em Chờ Anh,Mỹ Tâm
104587,Em Chờ Anh Trở Lại,Mạnh Quỳnh
104588,Em Chờ Anh Trở Lại,Thanh Tuyền
104589,Em Còn Bé Lắm Anh Ơi,Tâm Đoan
104593,Em Còn Nhớ Hay Em Đã Quên,Đan Huy
104594,Em Còn Nhớ Hay Đã Quên,Họa Mi
104595,Em Còn Nhớ Hay Đã Quên,Mỹ Linh
104596,Em Còn Nhớ Huế,Đình Văn
104597,Em Còn Nhớ Mùa Xuân,Thanh Tuyền
104601,Em Có Bao Giờ Còn Nhớ Mùa Xuân,Vũ Khanh
104608,Em Có Mơ Đêm Nay,Hoàng Thiên Minh & Trí Trung Hồ
104611,Em Có Thể Làm Bạn Gái Anh Được Không,Lâm Chấn Huy
104612,Em Có Vui Khi Mùa Xuân Đến,Quang Linh
104614,Em Có Yêu Anh Không,Khánh Phương
104615,Em Có Yêu Anh Đâu,C Walk & Cubb
104619,Em Cũng Yếu Đuối Như Bao Người,Mai Phương Dũng
104621,Em Cần Có Anh (Remix),Vĩnh Thiên Kim
104622,Em Cần Có Anh,Vĩnh Thiên Kim
104623,Em Của Bến Sông Xưa,Lâm Hùng
104627,Em Của Ngày Hôm Qua,Sơn Tùng MTP
104629,Em Của Quá Khứ (Remix),Nguyên Hy
104631,Em Cứ Bước Nếu Vui,Sơn Tùng MTP
104633,Em Cứ Mãi Xa,Đoàn Khánh Nguyên
104636,Em Cứ Đi Đi,Trịnh Đình Quang
104638,Em Gian Dối Sao Mong Tôi Thật Lòng (Remix),Lâm Chấn Huy
104642,Em Giờ Ra Sao (Remix),Lê Bảo Bình
104647,Em Gái Mưa Cover,Lưu Minh Tài & Smile Bich Ngoc
104649,Em Gái Sài Gòn,Hoài Nam
104650,Em Gái Trà Mi,Trường Vũ
104651,Em Hiền Như Masoeur,Don Hồ
104652,Em Hiền Như Masoeur,Ngọc Bích
104657,Em Hãy Ngủ Đi,Mỹ Tâm
104658,Em Hãy Nói,Hoàng Vương & Khánh Ngọc
104661,Em Hãy Về Đi,Quốc Đại
104666,Em Khác Xưa Rồi,Võ Kiều Vân
104668,Em Khóc Đi Em,Using
104669,Em Không Biết,Quang Dũng
104671,Em Chọn Cô Đơn (Remix),Lương Bích Hữu
104672,Em Còn Tuổi 15,Như Nguyễn
104675,Em Cứ Hẹn,Khánh Hoàng
104676,Em Gái Miền Tây,Quốc Đại
104678,Em Không Biết Phải Làm Sao,Khaly & Sơn Ca
104680,Em Không Thể Thiếu Anh,Phương Thanh
104682,Em Không Buồn Những Sẽ Khóc Vì Anh,Hoàng Châu
104683,Em Không Buồn Nữa Chị Ơi,Duy Khánh
104685,Em Không Buồn Nữa Chị Ơi,Yến Vy
104689,Em Không Còn Nhớ,Vpop
104690,Em Không Có Lỗi,Bằng Cường & Trina Bảo Trân
104693,Em Không Cần Anh (Remix Version),Hồ Ngọc Hà
104695,Em Không Hối Tiếc,Hương Giang Idol & R Tee
104701,Em Không Muốn Một Mình (Remix),Ngọc Thương Ruby
104702,Em Không Quên,Ngân Huệ
104703,Em Không Thể Chọn,Trang Anh
104705,Em Không Thể Sống Thiếu Anh,Giáng Ngọc
104706,Em Không Tin,Clown Hoang & Miu Lê
104710,Em Kể Anh Nghe,Linh Phi
104711,Em Luôn Ở Trong Tâm Trí Anh (Remix),The Men
104727,Em Là Hạnh Phúc Trong Anh,Lý Hải
104729,Em Là Món Quà Vô Giá (Remix),Châu Khải Phong
104738,Em Là Tất Cả,Mạnh Quỳnh
104739,Em Là Tất Cả,Trường Vũ
104740,Em Là Tất Cả,Tuấn Vũ
104742,Em Là Vì Sao Trong Mắt Anh,Nhất Thăng
104744,Em Là Áng Mây,Ngọc Lan
104745,Em Là Ánh Sao Băng,Lê Dũng
104746,Em Là Đóa Hồng,Thanh Thúy
104754,Em Lễ Chùa Này,Ý Lan
104756,Em Mai Con Tinh Dau,Như Quỳnh
104757,Em Mai Con Tinh Dau,Ánh Minh
104761,Em Muốn,Trà My Idol
104764,Em Muốn Chia Tay Phải Không (Dj),Khánh Đơn
104767,Em Muốn Như Vậy Đúng Không,Dương Nhất Linh & Phan Lý Phúc
104768,Em Muốn Quên Đi,Trung Tự
104772,Em Mãi Là Niềm Đau,Hồng Hạnh
104773,Em Mãi Là Vợ Anh,Khưu Huy Vũ & Triệu Minh
104774,Em Mãi Yêu Anh,Thanh Trúc
104778,Em Mới Là Người Yêu Anh Acoustic,MIN
104779,Em Là Vì Sao Sáng,Trang Mỹ Dung
104780,Em Lễ Chùa Nay & Chuyện Tình Buồn,Quốc Khanh
104783,Em Nhớ Tây Nguyên,Xuân Mai
104784,Em Qua Mặt Tôi,Vân Du
104790,Em Vẫn Hát,Kiwi Ngô Mai Trang
104792,Em Về Tinh Khôi,Đan Huy & Tường Vy
104794,Em Yêu Ơi Tạm Biệt Em,Truong Gia Long
104796,Em Đi Xem Hội Trăng Rằm,Anh Dũng & Quỳnh Hương
104798,Em Đã Quên Một Dòng Sông (Remix),Đàm Vĩnh Hưng
104799,Em Đã Xa Anh Thật Rồi,Khang Duy
104804,Em Ngủ Trong Một Mùa Đông,Vũ Khanh & Ý Lan
104805,Em Ngủ Trong Một Mùa Đông,Ý Lan
104807,Em Nhớ,Vĩnh Thiên Kim
104809,Em Nhớ Anh Người Yêu Cũ,Nhật Nguyệt Band
104810,Em Nhớ Anh Nhiều Hơn,Cẩm Ly
104812,Em Nhớ Anh Vô Cùng,Hồ Quỳnh Hương
104813,Em Nhớ Màu Cờ,Lâm Thúy Vân
104814,Em Nói Em Chán (Remix),Lê Bảo Bình
104817,Em Phải Làm Sao (Remix),Trizzie Phương Trinh
104819,Em Phải Làm Sao,Mỹ Tâm
104821,Em Phải Nói Lời Chia Tay,Hồ Lệ Thu
104828,Em Quá Vô Tình (Remix),Cao Trung
104829,Em Quá Vô Tình,Cao Trung
104833,Em Quên Điệu Lý Tình Quê,Quốc Đại
104834,Em Ra Đi Mùa Thu,Hoàng Dũng
104835,Em Rất Nhớ Anh,Vy Oanh
104839,Em Sắp Về Chưa,Trường Vũ
104840,Em Sẽ Cho Tôi Bầu Trời,Ngọc Lan
104841,Em Sẽ Chờ Anh Về,Hoàng Châu & Hoàng Dũng
104844,Em Sẽ Hiểu Lòng Anh,Lương Gia Huy
104845,Em Sẽ Hát,MiA
104847,Em Sẽ Hối Hận (Remix),Trương Khải Minh
104853,Em Sẽ Nhớ Mãi,Hương Tràm
104854,Em Sẽ Nhớ Mãi,Lệ Quyên
104856,Em Sẽ Quên,Cẩm Ly
104863,Em Sợ Định Mệnh (Remix),Kim Ny Ngoc
104865,Em Thay Đổi Hay Anh Không Còn Yêu,Vĩnh Thiên Kim
104867,Em Thích Anh,H.A.T
104875,Em Tôi,Hồng Ngọc & Hồ Quỳnh Hương
104877,Em Tường Mình Vai Chính,Lương Khánh Vy
104882,Em Và Tôi,Bằng Kiều
104887,Em Vẫn Chờ Anh (Remix),Loan Châu
104888,Em Vẫn Chờ Anh,Cát Tiên
104889,Em Vẫn Chờ Anh,Loan Châu
104893,Em Vẫn Còn Yêu Anh,Thùy Trang
104898,Em Vẫn Hy Vọng,Vĩnh Thiên Kim
104903,Em Vẫn Mãi Là Niềm Đau,Elvis Phương
104905,Em Vẫn Mơ,Thanh Trúc
104906,Em Vẫn Mơ Một Ngày Về,Cát Lynh & Hồng Diễm
104910,Em Vẫn Yêu Em Vẫn Tin,Lê Uyên Nhi
104911,Em Vẫn Đợi Anh,Minh Tuyết
104912,Em Vẫn Đợi Anh,Tú Quyên
104914,Em Về Cho Trời Thôi Mưa,Huy Vũ
104917,Em Về Miền Tây,Phi Nhung
104919,Em Về Miệt Thứ,Phương Mỹ Chi
104921,Em Về Qua Bến Bắc,Phi Nhung
104922,Em Về Thoáng Qua,Johnny Dũng
104924,Em Về Tóc Xanh,Ái Phương
104925,Em Về Với Chồng,Elvis Phương
104927,Em Về Với Người,Hải Triều
104929,Em Về Với Người,Quang Lê
104934,Em Vội Buông Tay (Remix),Trương Khải Minh
104935,Em Xa Rồi,GMC
104938,Em Xinh Nhất Đêm Nay,Trịnh Nam Sơn
104944,Em Yêu Màu Xanh,Ngọc Hân
104945,Em Yêu Một Người,Dương Hiếu Nghĩa
104954,Em Đi,Đức Huy
104955,Em Đi Anh Phải Làm Sao (Remix),Hải Rio
104956,Em Đi Anh Phải Làm Sao,Hải Rio
104959,Em Đi Chùa Hương (Remix),Tâm Đoan
104960,Em Đi Chùa Hương,Hương Lan
104962,Em Đi Mùa Cưới,Tuấn Vũ
104965,Em Đi Qua Chuyến Đò,Mạnh Đình
104971,Em Đi Trên Cỏ Non,Phi Nhung
104973,Em Đi Tìm Anh,Hồng Ngọc & Noo Phước Thịnh
104974,Em Đi Ươm Những Mầm Xanh Tương Lai,Tốp Nữ Sức Sống Mới
104976,Em Đuổi Theo Tôi Làm Chi,Lưu Gia Bảo
104978,Em Đâu Biết,Anh Tú
104985,Em Đâu Đủ Tư Cách,Deepink & Sơn Tùng MTP
104986,Em Đã Biết,Suni Hạ Linh & R Tee
104993,Em Đã Quên,Hàn Thái Tú
104994,Em Đã Quên,Đàm Vĩnh Hưng
104995,Em Đã Quên Anh (Remix),Thúy Khanh
105001,Em Đã Rời Xa (Remix),The Men
105006,Em Đã Trôi Xa,GMC
105007,Em Đã Từng,KICM
105008,Em Đã Từng Yêu (Remix),Quỳnh Vi
105012,Email Tình Yêu,Johnny Dũng & Hạ Vy
105016,Em Đã Yêu Anh,Vina Uyển My
105018,Em Đã Đén Lúc Thức Tỉnh,Sơn Tùng MTP
105021,Em Đã Đổi Thay,Lương Gia Hùng
105023,Em Đẹp Như Mơ,Vũ Khanh
105024,Em Đẹp Nhất Trần Gian,Lý Hải & Ngọc Sơn
105029,Em Đến Thăm Anh Đêm 30,Khánh Ly
105030,Em Đến Từ Nghìn Xưa,Khắc Dũng
105032,Em Đứng Trên Cánh Đồng,JayP & Lê Cát Trọng Lý
105035,Em Đừng Như Thế,Vũ Duy Khánh
105037,Em Đừng Thả Thính,Nhật Anh Trang & Vang Leg.mkv
105038,Em Đừng Điện Nữa,Hồ Gia Hưng & Đường Hưng
105039,Em Đừng Điện Nữa,Phạm Thành Nguyên
105048,Em Ơi Hà Nội Phố,Khánh Ly
105049,Em Ơi Lá Thu Mưa,Cẩm Vân & Khắc Triệu
105051,Em Ơi Đừng Khóc,Cao Nam Thành
105055,"Em, Cún Bông Và Tôi",Lưu Quang Minh
105057,Euro Dollar,Chí Bằng
105059,Feel So Bad,Hoàng Thái Nghĩa
105062,Fighting Fighting (Tỉnh Giấc Tôi Thấy Mình Trong Ai Ost),Chi Pu
105066,Forever And One Day,Trà My Angel
105067,Forever Love,Andy Quách & Ngo Nhu Thuy
105068,Forever With You,Kulam & To Rich
105069,Ga Chiều,Phương Mai
105070,Game Over,Hoàng Lê Vi
105071,Gan,Bùi Anh Tuấn
105072,Gap Nhau,Quang Lê
105075,Ghen Quá Thì Chia Tay Ha,Trương Y Du & Tô Phương Trang
105077,Ghen Với Quá Khứ,Vương Anh Tú
105078,Ghé Bến Sài Gòn,Mai Ngọc Khánh
105079,Ghé Bến Sài Gòn,Tuyết Nhung
105080,Ghé Lại Một Đêm,Trung Chỉnh
105082,Ghét Anh Giận Anh,Cẩm Ly
105083,Ghét Chính Anh,Lâm Chấn Khang
105084,Ghét Của Nào Trời Cho Của Đó,Fony Trung
105086,Ghét Hờn,Yến Vy
105088,Gian Dối Chi Cho Lòng Đớn Đau,Lâm Gia Huy
105090,Giao Kết Tình Yêu,Đức Tấn & Ngọc Thảo
105100,Giá Như Anh Là Người Vô Tâm,Hồ Phong Anh
105101,Giá Như Anh Lặng Im,Only C & Lou Hoang
105104,Giá Như Chưa Từng Quen (Remix),Bằng Cường
105108,Fa Là Đau Khổ,Hải Đăng
105109,For The First Time In Forever,Dương Hoàng Yến
105110,Gang,Quỳnh Chi
105113,Gia Tu Tho Ngay,Tâm Đoan
105116,Giá Như Mình Đừng Xa Nhau,Hoàng Thiên Long
105119,Giá Như Đừng Biết Nhau,Luân Ken
105123,Giác Quan Thứ 6,Thu Minh
105125,Giáng Lan,Ý Lan
105127,Giáng Ngọc,Nhóm Mắt Ngọc
105128,Giáng Sinh Bên Em,Quốc Cường
105132,Giáng Sinh Ngọt Ngào,Hoàng Rapper & Khổng Tú Quỳnh
105136,Giáo Đường Im Bóng,Nga Mi
105137,Giáo Đường Im Bóng,Tuấn Vũ
105139,Giây Phút Chia Xa (Remix),Đàm Vĩnh Hưng
105142,Giây Phút Chia Xa 2,Duy Mạnh
105143,Giây Phút Chạnh Lòng,Phi Nhung
105144,Giây Phút Cuôi (Trance Version),Giang Hồng Ngọc
105145,Giây Phút Cuối (Remix),Giang Hồng Ngọc
105147,Giây Phút Cuối Cùng,Andy Quách & Ngo Nhu Thuy
105150,Giây Phút Nồng Say,Vân Quang Long
105151,Giây Phút Tạ Từ,Hạ Vy
105152,Giây Phút Tạ Từ,Tâm Đoan
105156,Giã Biệt Tình Em,Mạnh Quỳnh
105157,Giã Biệt Tình Em,Vũ Khanh
105158,Giã Bạn Đêm Trăng,Trọng Tấn & Thanh Thanh Hiền
105159,Giã Một Lần Hoán Đổi,Ngô Kiến Huy
105162,Giã Từ,Mạnh Quỳnh
105163,Giã Từ,Đan Nguyên
105166,Giã Từ Dĩ Vãng,Huy Vũ
105167,Giã Từ Dĩ Vãng,Ngọc Bích
105170,Giã Từ Quạnh Hiu,La Sương Sương & Vũ Khanh
105171,Giã Từ Đêm Mưa,Khánh Hoàng
105174,Gió,Khánh Hà
105183,Gió Lạnh Đêm Hè,Hồng Trúc
105184,Gió Lạnh Đêm Hè,Quang Lập & Lâm Minh Thảo
105185,Gió Mát Trăng Thanh,Tâm Đoan
105186,Gió Mùa Và Anh,Lâm Thúy Vân
105189,Gió Núi Mưa Rừng,Trường Vũ
105191,Gió Sang Mùa,Tâm Đoan
105192,Gió Thu,Thùy Dung
105197,Gió Về Miền Xuôi,Đan Nguyên
105198,Gió Yêu Thương (Remix),Cao Thái Sơn
105201,Gió Đêm Mùa Đông,Nhật Thanh
105203,Giông Tố,Eddy Việt
105204,Giông Tố Hạnh Phúc,Andy Shin
105205,Giúp Anh Trả Lời Những Câu Hỏi (Remix),Dj ThanhKT & Vương Anh Tú
105208,Giăng Câu,Khả Tú & Kỳ Vương
105209,Giăng Câu 1,Đình Văn & Tài Linh
105211,Giả Biệt Trường Xưa,Giao Linh
105213,Giả Vờ Nhưng Anh Yêu Em,Chi Dân
105214,Giả Vờ Thương Anh Được Không (Remix),Chu Bin
105221,Giấc Mơ,Phạm Quỳnh Anh
105222,Giấc Mơ Aikia,Viết Thanh
105225,Giấc Mơ Ban Đầu,Tommy Ngô
105228,Giáng Sinh Buồn,Mc Hồng Tân
105229,Giây Phút Chia Tay,Lâm Vũ
105230,Giây Phút Thật Lòng,Lâm Vũ
105234,Gieo Neo Phận Nghèo,Giang Trường
105239,Giấc Mơ Chỉ Là Giấc Mơ (Remix),Hồ Ngọc Hà
105241,Giấc Mơ Cuối Cùng,Trần Hằng
105242,Giấc Mơ Cánh Cò,Sơn Ngọc Minh
105247,Giấc Mơ Của Anh,Mr. Siro
105250,Giấc Mơ Em Về,Lam Trường
105253,Giấc Mơ Hồi Hương,Khánh Hà
105254,Giấc Mơ Hồi Hương,Như Mai
105259,Gia Tài Của Nó,Băng Tâm & Đặng Thế Luân
105261,Gia Tài Tuổi Hai Mươi (English),Lưu Quang Minh
105264,Gia Đình Tôi Chọn,Ưng Hoàng Phúc & Nhiều Ca Sĩ
105266,Giai Điệu Mùa Xuân,Minh Quân
105267,Giai Điệu Quê Hương,Quang Linh
105270,Giấc Mơ Không Trở Lại,Hoàng Kỳ Anh
105272,Giấc Mơ Kẻ Đa Tình,Tuấn Hưng
105275,Giấc Mơ Muôn Màu,Mỹ Tâm
105276,Giấc Mơ Màu Trắng,Hồ Quang Hiếu
105278,Giấc Mơ Màu Xanh,Nhiều Ca Sỹ
105279,Giấc Mơ Mùa Thu,Mỹ Tâm
105280,Giấc Mơ Mùa Đông,Cát Tiên
105287,Giấc Mơ Ngày Xưa (Remix),Hiền Thục
105288,Giấc Mơ Ngày Xưa,Hồ Quỳnh Hương
105290,Giấc Mơ Năm Xưa,Thanh Trúc
105293,Giấc Mơ Qua Rồi,Khang Vệt
105297,Giấc Mơ Sa Mạc,Quang Dũng & Thanh Thảo
105298,Giấc Mơ Sa Mạc,Đặng Minh Thông
105299,Giấc Mơ Sẽ Về,Hồ Quỳnh Hương
105301,Giấc Mơ Tan Rồi,Tú Quyên
105303,Giấc Mơ Thòi Gian,Ngọc Hương
105305,Giấc Mơ Trong Mưa,Hoàng Hải Đăng
105306,Giấc Mơ Trong Vòng Tay,Ánh Minh
105312,Giấc Mơ Tìm Không Thấy,Tiểu Châu Như Quỳnh
105313,Giấc Mơ Tình Yêu,Mỹ Tâm
105315,Giấc Mơ Tình Đầy,Trung Quân Idol
105316,Giấc Mơ Tự Tại,Mai Phương Thảo
105317,Giấc Mơ Về Một Tình Yêu,Nhóm GMC
105321,Giấc Mơ Xa Vời,Jay Wang
105323,Giấc Mơ Yêu,Hoàng Quân & Võ Hạ Trâm
105325,Giấc Mơ Đánh Mất (Remix),Quỳnh Vi
105326,Giấc Mơ Đánh Mất,Quỳnh Vi
105327,Giấc Mơ Đời Tôi,Thanh Hà
105331,Giấc Mộng Viễn Du,Ý Lan
105332,Giấc Nam Kha,Thảo Sương
105333,Giấc Ngủ Cô Đơn,Băng Tâm
105335,Giấc Ngủ Mùa Đông,Kỳ Anh
105336,Giấc Ngủ Đầu Nôi,Hương Lan
105337,Giấc Ngủ Đầu Nôi,Hạ Vy
105341,Giấu Em,Tây Giang
105342,Giấu Kỷ Niệm,Phương Thế Huy
105350,Giận Hờn,Khánh Hoàng
105351,Giận Hờn,Mạnh Quỳnh
105355,Giận Hờn,Đức Phương
105356,Giận Hờn 2,Ngọc Hải & Thạch Thảo
105358,Giận Hờn 2,Quốc Dũng
105359,Giận Hờn 2,Thế Vũ
105361,Giận Hờn 2,Tuấn Vũ
105367,Giận Mà Thương,Đức Long
105371,Giắc Mơ Bị Đánh Cắp,Tăng Nhật Tuệ
105372,Giắc Mơ Không Còn Là Giắc Mơ,Thanh Duy
105373,Giắc Mơ Không Có Em,Danh Thuận
105376,Giết Người Trong Mộng,Trường Vũ
105378,Giọng An Giang,Hải Lý
105379,Giọng An Giang,Nguyệt Ánh & Quỳnh Vi
105383,Giấc Mơ Không Quay Về,The Men
105388,Giấc Mộng Giàu Sang,Nguyễn Phi Hùng
105391,Giận Nhau Một Tuần,Lâm Gia Minh
105392,Có Một Tình Yêu,Mỹ Hương & Nguyễn Lộc
105394,Cảm Giác Còn Lại (Remix),Hoàng Châu
105397,Dù Đó Là Người Tình,Thanh Ngân
105398,Em Buồn Anh Thương,Mạnh Quỳnh
105404,Giọng Ca Dĩ Vãng,Tuấn Vũ
105405,Giọt Buồn,Elvis Phương
105406,Giọt Buồn,Khánh Hà
105407,Giọt Buồn Không Tên,Giang Tử & Phương Hồng Quế
105408,Giọt Buồn Không Tên,Mai Đình
105410,Giọt Buồn Đêm Mưa,Trúc Quyên
105411,Giọt Buồn Đêm Mưa,Võ Thu Nga
105412,Giọt Buồn Để Lại,Hakoota Dũng Hà
105413,Giọt Lệ Buồn,Minh Phúc
105415,Giọt Lệ Cho Em,Kim Quang Hải
105417,Giọt Lệ Cho Ngàn Sau,Elvis Phương
105418,Giọt Lệ Cô Đơn,Hà Ngọc Vân
105419,Giọt Lệ Hoa Hồng (Remix),Kim Quang Hải
105420,Giọt Lệ Sầu,Khánh Ngọc
105423,Giọt Lệ Thống Hối,Ngoc Minh
105424,Giọt Lệ Trong Lời Kinh,Như Mai
105425,Giọt Lệ Tình,Mạnh Quỳnh
105427,Giọt Lệ Vu Quy,Tâm Đoan
105429,Giọt Mưa Cuối Thu,Thanh Hà
105430,Giọt Mưa Gợi Buồn,Nhã Thanh
105431,Giọt Mưa Hay Giọt Lệ Tình,Thanh Hà
105432,Giọt Mưa Hạnh Phúc,Khoa Kumpa
105433,Giọt Mưa Thu,Anh Minh & Thúy Hương
105434,Giọt Mưa Thu,Hạ Vy & Nini
105435,Giọt Mưa Trên Lá,Khánh Ly & Lệ Thu
105437,Giọt Mưa Đêm,Trúc Quyên
105439,Giọt Nước Bên Thềm,Vũ Khanh
105440,Giọt Nước Mắt,Lâm Chí Khanh
105444,Giọt Nước Mắt Chảy Ngược (Remix),Lâm Chấn Huy
105449,Giọt Nước Mắt Ngà,Ngọc Đại
105452,Giọt Nước Mắt Vàng Anh,Ngọc Thúy
105455,Giọt Nước Mắt Đàn Ông (Dance),Đông Đông
105458,Giọt Nắng Bên Thềm,Hồng Ngọc
105459,Giọt Nắng Bên Thềm,Đàm Vĩnh Hưng & Thanh Lâm
105460,Giọt Nắng Bên Thềm,Đàm Vĩnh Hưng
105462,Giọt Nắng Hồng,Như Mai
105463,Giọt Nắng Tàn Phai,Diệu Hiền
105464,Giọt Sương,Mỹ Tâm
105467,Giọt Sương Trên Mí Mắt,Minh Thuỵ
105468,Giọt Sương Trên Mí Mắt,Thanh Lam
105469,Giọt Sương Và Chiếc Lá,Lưu Hương Giang
105471,Giọt Sương Vô Hình,Kim Tiểu Long
105472,Giọt Sầu Trinh Nữ,Hạ Vy
105473,Giọt Sầu Trinh Nữ,Trường Vũ
105475,Giọt Sầu Trong Tim,Thanh Hà
105477,Giọt Thu Buồn,Mỹ Linh
105480,Giọt Đắng,Dương Ngọc Thái & Vĩnh Thuyên Kim
105484,Giới Hạn Cuối (Dance),Minh Tuyết
105485,Giới Hạn Nào Cho Chúng Ta (Remix),Đàm Vĩnh Hưng
105488,Giờ Anh Ở Đâu,Kim Anh
105493,Giờ Em Thế Nào,Tô Minh Phong
105494,Giờ Em Đã Biết,Hồ Lệ Thu
105499,Giờ Thì Anh Đã Biết (Remix),Thái Tài
105502,Giờ Thì Em Đã Yêu Anh Chưa,Akira Phan
105505,Giờ Tý Canh Ba,Hương Lan & Văn Sơn
105506,Giờ Đã Không Còn Nữa,Don Hồ & Lâm Thúy Vân
105507,Giờ Ở Đâu Em Cũng Thấy Anh (Remix),Minh Hằng
105508,Giờ Ở Đâu Em Cũng Thấy Anh,Minh Hằng
105509,Giữ (Acoustic),Loki Bảo Long
105511,Giữ Biển Trời Quảng Bình Vĩnh Linh,Thu Hiền & Trung Đức
105513,Giữ Chất Yêu Thuong,Hoàng Anh
105515,Giữ Gìn Trái Đất Xanh,Đông Triều & Như Ý
105516,Giữ Lại Cho Ấu Thơ,Nguyễn Khang
105517,Giữ Lại Cho Ấu Thơ,Thùy Dương
105520,Giữ Lấy Nhau,Luna
105522,Giữ Mãi Tình Em Trong Tim,Thu Minh
105524,Giữ Mãi Đêm Nay (Retiens La Nuit),Công Thành
105525,Giữ Mãi Đêm Nay,Công Thành
105526,Giữ Người Ở Lại,Trường Vũ
105527,Giữ Trong Tim Ân Tình,Phạm Kỳ Anh
105530,Giữa Anh Và Người Ấy Em Chọn Ai,Lương Nguyễn & Anh Huy
105532,Giữa Hai Chúng Ta,Mỹ Tâm
105535,Giữa Lòng Đất Mẹ,Trường Vũ
105539,Giữa Tiệc Đời,Trần Quang Lộc
105542,Go Go (Di O Ou),Lương Gia Huy
105543,Good Bye My Love,Đào Bá Lộc
105545,Goodbye,Lưu Bích & Tô Chấn Phong
105547,GoodBye My Love,Isaac Thái
105548,GoodBye My Love,Đào Bá Lộc
105552,Giọt Mưa Xuân,Minh Anh & Quang Linh
105553,Giọt Nước Mắt Ngà,Ngọc Liên
105554,Giọt Nắng Chiều Xuân,Lam Trường
105555,Giọt Sầu Trinh Nữ,Mộng Ngọc
105557,Giờ Này Anh Ở Đâu,Đoan Thy
105559,Giữ Lời,Phạm Nhật Huy
105560,Giữa Hai Người Tình,Christiane Lê
105561,Grenade,Bruno Mars
105562,Guitar Cho Ta,Lê Minh Sơn
105566,Gái Hư,Hoàng Lê Vi
105568,Gái Nhà Nghèo,Hạ Vy
105569,Gái Quê,Hoàng Châu
105571,Gái Xuân,Hương Lan
105574,Gánh Hàng Khuya,Đình Tuấn
105579,Gánh Trong Tim Nổi Buồn,Khánh Đơn
105581,Gã Si Tình,Quang Linh
105583,Góa Phụ Ngây Thơ,Duy Quang & Ngọc Lan
105589,Góc Phố Chiều Cô Đơn,Kenny Thái & Ý Linh
105590,Góc Phố Dịu Dàng,Yến Vy
105592,Góc Phố Rêu Xanh (Remix),Minh Tuyết
105595,Gót Chinh Nhân,Hoàng Nam
105596,Gót Chinh Nhân,Đặng Thế Luân
105599,Gót Hồng Phiêu Du,Vũ Khanh
105600,Gót Hồng Thôi Hết Phiêu Du,Tina
105601,Gót Phiêu Du,Duy Khánh
105602,Gót Phiêu Du,Hùng Cường
105603,Gót Son Lấp Vùi,Quang Hào
105604,Gót Đông Sang,Anh Tuấn
105606,Gõ Cửa,Phi Nhung
105607,Gõ Cửa,Thế Vũ
105608,Gõ Cửa,Trường Vũ
105609,Get High,Lưu Hương Giang
105610,Get On The Floor,365 Band
105618,Gõ Cửa Trái Tim,Mạnh Quỳnh
105623,Gõ Cửa Tình Yêu,Thanh Thúy
105629,Gạo Trắng Trăng Thanh,Duy Khánh & Hà Thanh
105633,Gạt Đi Quá Khứ (Remix),Nguyễn Thành An
105639,Gần Như Niềm Tuyệt Vọng,Vũ Khanh
105641,Gặp Em Trên Phố Biển,Quang Hà
105643,Gặp Lại Cố Nhân,Trường Vũ
105644,Gặp Lại Em,Khả Tú
105645,Gặp Lại Người Xưa,Mạnh Quỳnh & Quế Trang
105646,Gặp Mẹ Trong Mơ,Bảo Thy
105647,Gặp Nhau Làm Chi,Trường Vũ
105649,Gặp Nhau Làm Ngơ,Chiến Thắng & Hồ Quang 8
105652,Green Sleeves,Ngọc Lan
105653,Gặp Nhau Một Thời Xa Nhau Một Đời Ver 1,Đình Bình
105654,Gặp Nhau Một Thời Xa Nhau Một Đời Ver 2,Đình Bình
105655,Gặp Nhau Trong Mưa,Quỳnh Dung & Tuấn Vũ
105657,Gặp Nhau Trong Rừng Mơ,Trọng Tấn & Tân Nhàn
105658,Gỉa Dối,Phương Nghi
105660,Gọi Anh,Diệp Thanh Thanh
105662,Gọi Bình Yên Quay Về,Âu Thái Hoàng
105663,Gọi Cánh Chim Biển,Nini
105665,Gọi Giấc Mơ Về,Sơn Ca
105666,Gọi Lời Yêu Thương,Thanh Uyên
105672,Gọi Thầm Tên Anh,Vĩnh Thiên Kim
105675,Gọi Tên Bốn Mùa,Thanh Mai
105677,Gọi Tên Em,Akira Khánh & Mr Jun
105679,Gọi Tên Em Trong Đêm (Remix),Tim
105681,Gọi Tên Em Trong Đêm,The Men
105682,Gọi Tên Ngày Mới,Pbn 104
105683,Gọi Tên Người Yêu Dấu,Thúy Hằng
105686,Gọi Tình Chim Quyên,Ngọc Huyền & Trọng Phúc
105687,Gọi Tình Thiết Tha,Ngọc Huệ
105688,Gọi Tình Xưa Thức Dậy,Ngọc Hồ
105689,Gọi Yêu Thương,Vang Quốc Hải
105693,Gởi Anh Mùa Xuân,Lâm Thúy Vân
